"Domain","CCO","CTH","EMA","EMU","PFO","SCA","ZRA","Method","Total"
"MER0004161",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0004182",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0004199",NA,NA,NA,NA,1,1,1,"MEROPS",3
"MER0004219",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0004247",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0004314",NA,NA,NA,NA,1,1,1,"MEROPS",3
"MER0004437",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0004450",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0004454",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0004607",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0004762",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0004775",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0004905",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0004915",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0004959",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0004961",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0004967",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0004971",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0004978",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0004980",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0004988",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0005084",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0005101",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0005102",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0005123",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0005124",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0005125",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0005221",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0005223",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0005225",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0005226",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0005227",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0005233",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0005234",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0005240",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0005247",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0005268",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0005337",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0005356",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0005380",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0005410",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0005413",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0005455",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0005495",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0005528",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0005545",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0005546",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0005548",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0005561",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0005597",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0005638",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0005647",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0005706",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0005854",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0005866",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0005877",NA,NA,NA,NA,1,1,1,"MEROPS",3
"MER0005892",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0005988",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0006005",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0006030",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0006047",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0006058",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0006067",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0006096",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0006319",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0011013",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0011030",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0011061",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0011141",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0011158",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0011159",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0011179",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0011193",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0011204",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0011228",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0011256",NA,NA,NA,NA,1,1,1,"MEROPS",3
"MER0011262",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0011274",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0011292",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0011300",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0011302",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0011335",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0011336",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0011343",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0011350",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0011370",NA,NA,NA,NA,1,1,1,"MEROPS",3
"MER0011372",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0011374",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0011375",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0011376",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0011379",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0011382",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0011383",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0011384",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0011385",NA,NA,NA,NA,1,1,1,"MEROPS",3
"MER0011386",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0011387",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0011388",NA,NA,NA,NA,1,1,1,"MEROPS",3
"MER0011389",NA,NA,NA,NA,1,1,1,"MEROPS",3
"MER0011393",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0011400",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0011411",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0011415",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0011416",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0011422",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0011426",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0011432",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0011433",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0011434",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0011435",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0011441",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0011460",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0011465",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0011497",NA,NA,NA,NA,1,1,1,"MEROPS",3
"MER0011505",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0011711",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0011817",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0011819",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0011838",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0012032",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0012044",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0012052",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0012071",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0012073",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0012092",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0012278",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0012288",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0013404",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0013406",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0013425",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0013479",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0013486",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0013496",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0013499",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0013586",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0013623",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0013796",NA,NA,NA,NA,1,NA,1,"MEROPS",2
"MER0013976",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0014330",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0014492",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0014622",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0014637",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0014638",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0014646",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0014647",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0014655",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0014656",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0014768",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0014771",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0014795",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0014803",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0015075",NA,NA,NA,NA,1,NA,1,"MEROPS",2
"MER0015112",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0015121",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0015155",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0015449",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0015451",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0015452",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0015453",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0015454",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0015455",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0015483",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0015583",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0015604",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0015658",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0015689",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0016090",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0016115",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0016137",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0016302",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0016351",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0016486",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0016526",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0016585",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0016587",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0016593",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0016597",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0016599",NA,NA,NA,NA,1,1,1,"MEROPS",3
"MER0016978",NA,NA,NA,NA,1,NA,1,"MEROPS",2
"MER0017029",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0017355",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0017395",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0017840",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0017844",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0017884",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0017970",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0017992",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0017995",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0018019",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0018037",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0018285",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0018452",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0018458",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0018462",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0018468",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0018471",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0018473",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0018476",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0018482",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0018484",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0018486",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0018568",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0018608",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0018621",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0018656",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0018657",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0018694",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0018695",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0018696",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0018707",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0018792",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0018837",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0018848",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0018869",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0018882",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0019063",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0019084",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0019325",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0019717",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0019831",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0020074",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0020171",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0020201",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0020207",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0020285",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0020365",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0020410",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0020514",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0021222",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0021317",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0021319",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0021446",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0021909",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0022763",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0022791",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0022864",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0022871",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0022899",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0022914",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0023038",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0023181",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0023184",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0023234",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0023251",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0023379",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0023512",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0023865",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0023883",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0024096",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0024830",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0024834",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0024969",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0026180",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0026204",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0026388",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0026801",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0026802",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0026812",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0026906",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0026910",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0026931",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0026952",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0026963",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0027215",NA,NA,NA,NA,1,1,1,"MEROPS",3
"MER0027268",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0027368",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0028226",NA,NA,NA,NA,1,NA,1,"MEROPS",2
"MER0028330",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0028449",NA,NA,NA,NA,1,1,1,"MEROPS",3
"MER0029042",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0029044",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0029049",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0029050",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0029052",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0029276",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0029744",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0029824",NA,NA,NA,NA,1,1,1,"MEROPS",3
"MER0030072",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0030089",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0030092",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0030104",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0030136",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0030140",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0030143",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0030149",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0030151",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0030155",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0030164",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0030173",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0030192",NA,NA,NA,NA,1,1,1,"MEROPS",3
"MER0030212",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0030317",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0030342",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0030934",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0031140",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0031523",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0031537",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0031542",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0031619",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0032202",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0032203",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0032370",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0033174",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0033175",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0033176",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0033178",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0033179",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0033188",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0033198",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0033212",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0033213",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0033220",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0033224",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0033226",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0033227",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0033232",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0033235",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0033236",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0033240",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0033241",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0033259",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0033280",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0033283",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0033288",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0033291",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0034711",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0034713",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0034726",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0034727",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0034728",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0034730",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0034744",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0034745",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0035015",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0035024",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0035031",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0035032",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0035035",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0035038",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0035041",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0035042",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0035043",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0035044",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0036053",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0036115",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0037088",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0037142",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0037758",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0037832",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0037839",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0037840",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0037850",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0037852",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0037861",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0037862",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0037867",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0038083",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0038490",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0038626",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0038671",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0038680",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0038688",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0039077",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0039513",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0041174",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0041487",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0041525",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0042913",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0042914",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0043138",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0043147",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0043201",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0044350",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0044627",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0044867",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0045467",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0045809",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0047585",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0047699",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0048181",NA,NA,NA,NA,1,1,1,"MEROPS",3
"MER0049575",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0049592",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0049593",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0050358",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0052373",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0052375",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0052377",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0052595",NA,NA,NA,NA,1,1,1,"MEROPS",3
"MER0053708",NA,NA,NA,NA,1,NA,NA,"MEROPS",1
"MER0055292",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0056209",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0059800",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0059805",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0060310",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0061785",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0062409",NA,NA,NA,NA,1,1,NA,"MEROPS",2
"MER0074638",NA,NA,NA,NA,1,1,NA,"MEROPS",2
