DOMAIN	Basidiobolus_heterosporus_B8920	Basidiobolus_meristosporus_B9252	Basidiobolus_meristosporus_CBS_931	Conidiobolus_coronatus_NRRL_28638	Conidiobolus_firmipilleus_ARSEF_2731	Conidiobolus_firmipilleus_ARSEF_6384	Conidiobolus_heterosporus_ARSEF_6386	Conidiobolus_incongruus_B7586	Conidiobolus_lamprauges_ARSEF_2338	Conidiobolus_megalotocus_ARSEF_8428	Conidiobolus_osmodes_ARSEF_79	Conidiobolus_pumilus_ARSEF_6383	Conidiobolus_rhysosporus_ARSEF_448	Conidiobolus_thromboides_ARSEF_4968	Conidiobolus_thromboides_FSU_785	Entomophthora_muscae_Berkeley_v1	Entomophthora_muscae_isoH_Trinity	Pandora_formicae_Trinity	Strongwellsea_castrans_DrSc_Trinity	Zoophthora_radicans_ATCC_208865
CCCAP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
RR_TM4-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
zf-SAP30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
DUF1180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
Peripla_BP_2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUF4149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
Tannase	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
CEBP_ZZ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Dala_Dala_lig_N	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SDP_N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Spot_14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
DUF1907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
DUF448	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HTH_33	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
N_Asn_amidohyd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
Secretogranin_V	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
Tmemb_18A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
NO_synthase	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Glyco_hydro_129	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FEZ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
TMEM132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
DUF4793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
RIC3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
PLC-beta_C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
RNA_GG_bind	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
ATP_Ca_trans_C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
DUF4269	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
zf-C2HC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Telomere_Sde2_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
BRD4_CDT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
Transmemb_17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
MIF	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CXCXC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
Bravo_FIGEY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
STAT_alpha	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
PKcGMP_CC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
ULD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
NKAP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
Fuseless	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Trehalose_recp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
ERp29_N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
KOG2701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
DUF3399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
Mal_decarbox_Al	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WASH-7_C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
TSP_C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
OMP_b-brl_3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhv	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Plant_NMP1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
HAUS5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fmp27_WPPW	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ODR4-like	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
Peptidase_M10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
DUF3375	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BAT2_N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
FANCI_S3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TRAP-delta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
PRAS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
NDUF_B6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
HTH_Tnp_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CHDCT2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
PA28_alpha	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
Mitoc_L55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
Laps	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
NADH5_C	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
Pilin	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabaptin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
DUF842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
LIX1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
HEXIM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
DUF1091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
SMP_LBD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
Cas_Cas4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
NFRKB_winged	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
DUF3669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
BPS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
USP8_interact	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
DUF243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
ECSIT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
TIMP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
WRW	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
Smoothelin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
BRICHOS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
CPT_N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
Nrf1_activ_bdg	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
SPO22	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G_path_suppress	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
SLT_2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ferlin_C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
P_C10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
TRAP-gamma	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
NfI_DNAbd_pre-N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
BSMAP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
PT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
L27_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
SapA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
Med30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
PAW	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
Tmemb_40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
INPP5B_PH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
DUF4502	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stealth_CR3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
DDRGK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
MRP-L51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
STAT_bind	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
DUF1917	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E3_UbLigase_R4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
PADR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
DUF2456	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUF1746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
NCBP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
GSDH	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CBX7_C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
TMEM132D_C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
DUF4286	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Beta-TrCP_D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
Toxin_30	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SAND	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
Exonuc_VII_S	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DAZAP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
UPF0066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
Ocnus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
TMEM43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
DUF3626	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Toprim_4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GTP-bdg_N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
DUF1075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
DUF4706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
CDK2AP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
PAC1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Cast	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
DUF2383	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HARP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
LEDGF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
MUG113	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUF4615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
DUF3668	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EloA-BP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
SWIRM-assoc_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
LAGLIDADG_3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ASCH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
SNAPc19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
Intron_maturas2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
UPF0489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
DUF4880	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAP_beta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
DB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ECSIT_C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
P53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
PI3K_p85B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
CTC1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Serendipity_A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
CHRD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DUF1084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
ABM	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VIR_N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
Mito_morph_reg	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
DAN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
GTP_CH_N	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CO_dh	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
Endonuclease_7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
DUF2463	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Arylsulfotran_2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcm10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
PA26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
CAAP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
CTP_transf_3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DUF1853	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MoaF_C	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Somatomedin_B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
FERM_f0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
DUF3105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
3-PAP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
Ada_Zn_binding	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MCRS_N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
Pentaxin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Acyl_CoA_thio	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glucokinase	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sarcoglycan_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
Dscam_C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
Fzo_mitofusin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
Na_trans_cytopl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
SAYSvFN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
Jiv90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
Siah-Interact_N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
RSB_motif	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
Peptidase_C70	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
C1-set	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
MBD_C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
PBP_like_2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STOP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Sec15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
MarR_2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DUF1992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
MANEC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
NPCC	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Jagunal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
Golgin_A5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
COMP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
NOA36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
Na_Ca_ex_C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
Pox_F12L	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
zf-nanos	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
DUF2053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
DUF4757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
S_100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
DSL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
DUF1151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
DUF3498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
GABP-alpha	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
DUF4776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
DUF938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
APP_E2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
DUF2353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Fic	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
AP_endonuc_2_N	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP3B1_C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
CBF_beta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
Crystall_3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ICE2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADP_PFK_GK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
Polysacc_synt_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
Gon7	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Med29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
PGA_cap	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALMS_motif	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
Rho_Binding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Glutaminase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
SLBP_RNA_bind	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
IRF-2BP1_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
Sulf_transp	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BAF250_C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
APP_amyloid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
JAKMIP_CC3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
NDUFV3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
Vert_HS_TF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
BRCA-2_OB3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Med19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
PHF12_MRG_bd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
Angiomotin_C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
DUF900	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Med25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
APP_N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
CarbopepD_reg_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
PsbY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Toprim_C_rpt	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUF4788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Gryzun-like	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Tim29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
VHL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
Auts2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
Alkyl_sulf_dimr	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T5orf172	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OSK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
DRE2_N	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
HAUS2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NMT1_2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAXIP1_C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
DNA_pol_delta_4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
DUF561	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hrs_helical	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
PLDc_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
DUF1487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
Tmemb_9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
NIBRIN_BRCT_II	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
CMD	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Penicillinase_R	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Drf_FH1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
DUF1688	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c-SKI_SMAD_bind	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
SLT	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Crisp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Aerolysin	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
Proton_antipo_N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
FOXP-CC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
Dishevelled	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
mRNA_decap_C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
RAM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
PIEZO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Cobalamin_bind	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
SARA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
DPCD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
LtrA	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LysR_substrate	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KN_motif	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
MAAL_C	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
